image_name,tags
test_20390,primary clear
test_20391,agriculture habitation road water primary clear cultivation
test_20392,cloudy haze primary
test_20393,agriculture habitation road primary clear
test_20394,agriculture habitation road water partly_cloudy primary clear cultivation
test_20395,partly_cloudy primary clear cultivation
test_20396,primary clear
test_20397,primary clear
test_20398,agriculture road water primary clear cultivation
test_20399,agriculture habitation road water primary clear cultivation
test_204,agriculture partly_cloudy primary clear cultivation
test_2040,primary clear
test_20400,agriculture road partly_cloudy primary clear cultivation
test_20401,agriculture habitation road partly_cloudy primary
test_20402,primary clear
test_20403,primary clear
test_20404,partly_cloudy primary
test_20405,primary clear
test_20406,agriculture road water partly_cloudy primary
test_20407,agriculture road partly_cloudy primary cultivation
test_20408,primary clear
test_20409,agriculture haze primary clear
test_2041,haze primary clear
test_20410,agriculture partly_cloudy primary clear cultivation
test_20411,primary clear
test_20412,agriculture road water partly_cloudy primary cultivation
test_20413,haze primary clear
test_20414,primary clear
test_20415,partly_cloudy primary clear
test_20416,agriculture habitation road water partly_cloudy primary clear
test_20417,agriculture habitation road primary clear
test_20418,cloudy haze primary
test_20419,cloudy haze primary
test_2042,primary clear
test_20420,haze primary
test_20421,primary clear
test_20422,agriculture habitation road partly_cloudy primary clear cultivation
test_20423,haze primary clear
test_20424,primary clear
test_20425,agriculture primary clear
test_20426,agriculture water partly_cloudy primary
test_20427,agriculture road water primary clear
test_20428,primary clear
test_20429,agriculture road water partly_cloudy primary clear
test_2043,haze primary clear
test_20430,agriculture habitation road primary clear cultivation
test_20431,partly_cloudy primary
test_20432,agriculture road water primary clear
test_20433,agriculture habitation road water primary clear
test_20434,agriculture habitation road primary clear cultivation
test_20435,agriculture habitation road water primary clear
test_20436,agriculture haze primary
test_20437,primary clear
test_20438,primary clear
test_20439,primary clear
test_2044,agriculture road water primary clear
test_20440,cloudy haze primary
test_20441,agriculture road partly_cloudy primary clear
test_20442,agriculture habitation road primary clear
test_20443,partly_cloudy primary
test_20444,primary clear
test_20445,partly_cloudy primary clear
test_20446,haze primary clear
test_20447,agriculture road water haze primary clear
test_20448,agriculture road water primary clear
test_20449,partly_cloudy primary
test_2045,agriculture partly_cloudy primary clear cultivation
test_20450,primary clear
test_20451,primary clear
test_20452,primary clear
test_20453,primary clear
test_20454,agriculture road water primary clear
test_20455,agriculture habitation road water primary clear
test_20456,partly_cloudy primary
test_20457,agriculture road water primary clear
test_20458,cloudy agriculture water partly_cloudy primary
test_20459,agriculture habitation road primary clear cultivation
test_2046,partly_cloudy primary clear
test_20460,primary clear
test_20461,agriculture road water partly_cloudy primary clear
test_20462,agriculture road water primary clear cultivation
test_20463,agriculture habitation road primary clear cultivation
test_20464,agriculture road water primary clear
test_20465,agriculture road water haze partly_cloudy primary clear cultivation
test_20466,partly_cloudy primary
test_20467,agriculture road water primary clear
test_20468,primary clear
test_20469,primary clear
test_2047,haze primary clear
test_20470,agriculture habitation road water primary clear
test_20471,agriculture partly_cloudy primary clear cultivation
test_20472,haze primary
test_20473,primary clear
test_20474,primary clear
test_20475,cloudy water primary clear
test_20476,agriculture habitation road water primary clear
test_20477,agriculture habitation road water primary clear cultivation
test_20478,agriculture road water haze primary clear
test_20479,primary clear
test_2048,primary clear
test_20480,partly_cloudy primary clear
test_20481,primary clear
test_20482,partly_cloudy primary
test_20483,primary clear
test_20484,primary clear
test_20485,partly_cloudy primary
test_20486,primary clear
test_20487,agriculture habitation road water primary clear cultivation
test_20488,primary clear
test_20489,agriculture habitation road water primary clear
test_2049,agriculture habitation road water partly_cloudy primary clear cultivation
test_20490,agriculture habitation road water partly_cloudy primary clear cultivation
test_20491,agriculture partly_cloudy primary clear cultivation
test_20492,partly_cloudy primary
test_20493,agriculture habitation road water primary clear
test_20494,agriculture partly_cloudy primary
test_20495,agriculture habitation road primary clear
test_20496,agriculture partly_cloudy primary clear cultivation
test_20497,agriculture habitation road water partly_cloudy primary
test_20498,agriculture partly_cloudy primary clear
test_20499,cloudy haze
test_205,primary clear
test_2050,agriculture habitation road water primary clear
test_20500,agriculture primary clear cultivation
test_20501,primary clear
test_20502,agriculture partly_cloudy primary clear cultivation
test_20503,haze primary
test_20504,primary clear
test_20505,agriculture habitation road primary clear cultivation
test_20506,agriculture habitation road water primary clear cultivation
test_20507,agriculture road water primary clear
test_20508,agriculture road water partly_cloudy primary clear cultivation
test_20509,agriculture partly_cloudy primary clear
test_2051,haze primary
test_20510,agriculture habitation road primary clear cultivation
test_20511,primary clear
test_20512,agriculture habitation road water partly_cloudy primary clear cultivation
test_20513,primary clear
test_20514,partly_cloudy primary clear
test_20515,agriculture habitation road water primary clear cultivation
test_20516,primary clear
test_20517,primary clear
test_20518,primary clear
test_20519,agriculture water partly_cloudy primary
test_2052,primary clear
test_20520,primary clear
test_20521,primary clear
test_20522,primary clear
test_20523,primary clear
test_20524,primary clear
test_20525,agriculture habitation road primary clear cultivation
test_20526,agriculture partly_cloudy primary clear cultivation
test_20527,cloudy
test_20528,agriculture road water primary clear
test_20529,primary clear
test_2053,primary clear
test_20530,agriculture habitation road primary clear
test_20531,primary clear
test_20532,agriculture habitation road partly_cloudy primary clear cultivation
test_20533,agriculture habitation road water partly_cloudy primary clear cultivation
test_20534,agriculture habitation road water primary clear cultivation
test_20535,water primary clear
test_20536,primary clear
test_20537,water primary clear
test_20538,primary clear
test_20539,agriculture habitation road partly_cloudy primary clear
test_2054,agriculture road water partly_cloudy primary cultivation
test_20540,partly_cloudy primary
test_20541,primary clear
test_20542,primary clear
test_20543,agriculture habitation road primary clear cultivation
test_20544,agriculture road water primary clear
test_20545,primary clear
test_20546,primary clear
test_20547,agriculture partly_cloudy primary
test_20548,agriculture partly_cloudy primary clear cultivation
test_20549,primary clear
test_2055,cloudy haze primary
test_20550,agriculture road water primary clear cultivation
test_20551,primary clear
test_20552,agriculture road water primary clear
test_20553,agriculture habitation road primary clear cultivation
test_20554,agriculture partly_cloudy primary
test_20555,primary clear
test_20556,agriculture habitation road water primary clear cultivation
test_20557,agriculture habitation road water partly_cloudy primary clear cultivation
test_20558,partly_cloudy primary clear
test_20559,haze primary
test_2056,primary clear
test_20560,agriculture partly_cloudy primary clear cultivation
test_20561,agriculture habitation road primary clear cultivation
test_20562,agriculture partly_cloudy primary
test_20563,primary clear
test_20564,primary clear
test_20565,agriculture partly_cloudy primary clear cultivation
test_20566,agriculture water primary clear cultivation
test_20567,agriculture partly_cloudy primary clear cultivation
test_20568,primary clear
test_20569,primary clear
test_2057,primary clear
test_20570,agriculture habitation road water primary clear
test_20571,agriculture habitation road water primary clear cultivation
test_20572,haze primary clear
test_20573,agriculture road water partly_cloudy primary clear cultivation
test_20574,agriculture habitation road partly_cloudy primary clear cultivation
test_20575,agriculture habitation road primary clear
test_20576,agriculture habitation road water primary clear cultivation
test_20577,cloudy
test_20578,agriculture road partly_cloudy primary clear cultivation
test_20579,primary clear
test_2058,cloudy water haze primary clear
test_20580,primary clear
test_20581,agriculture habitation road primary clear cultivation
test_20582,primary clear
test_20583,primary clear
test_20584,primary clear
test_20585,agriculture habitation road water primary clear
test_20586,primary clear
test_20587,primary clear
test_20588,agriculture habitation road water partly_cloudy primary clear cultivation
test_20589,primary clear
test_2059,primary clear
test_20590,primary clear
test_20591,primary clear
test_20592,haze primary clear
test_20593,cloudy
test_20594,primary clear
test_20595,primary clear
test_20596,partly_cloudy primary
test_20597,agriculture habitation road primary clear cultivation
test_20598,agriculture habitation road water partly_cloudy primary clear cultivation
test_20599,primary clear
test_206,primary clear
test_2060,agriculture road water primary clear cultivation
test_20600,agriculture habitation road water primary clear cultivation
test_20601,primary clear
test_20602,primary clear
test_20603,road water primary clear
test_20604,primary clear
test_20605,primary clear
test_20606,primary clear
test_20607,agriculture habitation road primary clear
test_20608,primary clear
test_20609,agriculture habitation road primary clear cultivation
test_2061,agriculture road water partly_cloudy primary clear cultivation
test_20610,primary clear
test_20611,primary clear
test_20612,primary clear
test_20613,agriculture road water haze primary clear
test_20614,agriculture habitation road partly_cloudy primary clear cultivation
test_20615,primary clear
test_20616,agriculture road water partly_cloudy primary clear
test_20617,agriculture habitation road water primary clear
test_20618,primary clear
test_20619,primary clear
test_2062,haze partly_cloudy primary
test_20620,agriculture road water primary clear
test_20621,primary clear
test_20622,partly_cloudy primary
test_20623,primary clear
test_20624,agriculture road partly_cloudy primary clear cultivation
test_20625,agriculture habitation road primary clear cultivation
test_20626,agriculture road water primary clear
test_20627,partly_cloudy primary
test_20628,primary clear
test_20629,primary clear
test_2063,primary clear
test_20630,primary clear
test_20631,primary clear
test_20632,primary clear
test_20633,agriculture road water partly_cloudy primary cultivation
test_20634,primary clear
test_20635,haze primary clear
test_20636,primary clear
test_20637,primary clear
test_20638,agriculture habitation road water primary clear
test_20639,cloudy primary
test_2064,primary clear
test_20640,primary clear
test_20641,agriculture habitation road water primary clear cultivation
test_20642,agriculture habitation road primary clear
test_20643,agriculture habitation road water primary clear
test_20644,haze primary clear
test_20645,cloudy water haze primary clear
test_20646,agriculture habitation road water primary clear cultivation
test_20647,agriculture road partly_cloudy primary
test_20648,agriculture road water haze partly_cloudy primary clear
test_20649,primary clear
test_2065,primary clear
test_20650,agriculture habitation road water primary clear cultivation
test_20651,agriculture road water primary clear
test_20652,agriculture habitation road water primary clear
test_20653,haze primary
test_20654,primary clear
test_20655,agriculture habitation road water primary clear
test_20656,agriculture partly_cloudy primary clear cultivation
test_20657,agriculture road water primary clear
test_20658,primary clear
test_20659,partly_cloudy primary
test_2066,agriculture road partly_cloudy primary clear cultivation
test_20660,agriculture road water primary clear
test_20661,primary clear
test_20662,agriculture habitation road water partly_cloudy primary clear cultivation
test_20663,primary clear
test_20664,primary clear
test_20665,agriculture water primary clear cultivation
test_20666,haze primary clear
test_20667,partly_cloudy primary
test_20668,water primary clear
test_20669,agriculture road water primary clear
test_2067,agriculture water primary clear
test_20670,primary clear
test_20671,primary clear
test_20672,primary clear
test_20673,primary clear
test_20674,primary clear
test_20675,primary clear
test_20676,agriculture partly_cloudy primary clear cultivation
test_20677,primary clear
test_20678,primary clear
test_20679,agriculture habitation road primary clear cultivation
test_2068,partly_cloudy primary
test_20680,haze primary
test_20681,agriculture road water primary clear
test_20682,primary clear
test_20683,partly_cloudy primary
test_20684,agriculture habitation road water primary clear cultivation
test_20685,agriculture partly_cloudy primary
test_20686,cloudy haze primary
test_20687,agriculture road water haze primary clear
test_20688,agriculture habitation road water primary clear
test_20689,agriculture road water primary clear cultivation
test_2069,primary clear
test_20690,primary clear
test_20691,agriculture habitation road primary clear cultivation
test_20692,water primary clear
test_20693,agriculture habitation road water primary clear
test_20694,primary clear
test_20695,primary clear
test_20696,agriculture road water primary clear
test_20697,haze primary
test_20698,agriculture habitation road water primary clear cultivation
test_20699,partly_cloudy primary
test_207,haze primary clear
test_2070,agriculture primary clear cultivation
test_20700,agriculture habitation road primary clear cultivation
test_20701,agriculture road water partly_cloudy primary clear cultivation
test_20702,cloudy haze primary
test_20703,primary clear
test_20704,agriculture habitation road water primary clear
test_20705,agriculture road primary clear
test_20706,partly_cloudy primary
test_20707,agriculture partly_cloudy primary clear cultivation
test_20708,agriculture habitation road partly_cloudy primary clear cultivation
test_20709,agriculture primary clear cultivation
test_2071,agriculture partly_cloudy primary clear cultivation
test_20710,primary clear
test_20711,partly_cloudy primary
test_20712,haze primary clear
test_20713,primary clear
test_20714,primary clear
test_20715,primary clear
test_20716,primary clear
test_20717,haze primary clear
test_20718,primary clear
test_20719,primary clear
test_2072,agriculture road water primary clear
test_20720,partly_cloudy primary
test_20721,cloudy agriculture partly_cloudy primary
test_20722,agriculture road primary clear cultivation
test_20723,primary clear
test_20724,agriculture habitation road partly_cloudy primary cultivation
test_20725,agriculture habitation road water primary clear
test_20726,primary clear
test_20727,cloudy haze primary
test_20728,agriculture partly_cloudy primary
test_20729,road water primary clear
test_2073,agriculture partly_cloudy primary
test_20730,agriculture road water partly_cloudy primary clear cultivation
test_20731,agriculture road partly_cloudy primary
test_20732,agriculture road partly_cloudy primary
test_20733,agriculture haze primary clear
test_20734,partly_cloudy primary
test_20735,primary clear
test_20736,agriculture road primary clear
test_20737,haze primary clear
test_20738,agriculture road water primary clear cultivation
test_20739,primary clear
test_2074,primary clear
test_20740,primary clear
test_20741,agriculture partly_cloudy primary clear cultivation
test_20742,agriculture road water primary clear
test_20743,agriculture road water partly_cloudy primary cultivation
test_20744,agriculture habitation primary clear cultivation
test_20745,agriculture habitation road primary clear
test_20746,haze primary
test_20747,haze primary clear
test_20748,agriculture habitation road primary clear cultivation
test_20749,agriculture partly_cloudy primary clear cultivation
test_2075,primary clear
test_20750,agriculture partly_cloudy primary clear cultivation
test_20751,cloudy haze primary
test_20752,road water partly_cloudy primary
test_20753,partly_cloudy primary
test_20754,primary clear
test_20755,agriculture water primary clear
test_20756,partly_cloudy primary
test_20757,agriculture partly_cloudy primary clear cultivation
test_20758,primary clear
test_20759,agriculture road water primary clear
test_2076,agriculture partly_cloudy primary
test_20760,partly_cloudy primary clear
test_20761,agriculture habitation road primary clear cultivation
test_20762,primary clear
test_20763,primary clear
test_20764,agriculture road water primary clear cultivation
test_20765,agriculture habitation road water partly_cloudy primary clear cultivation
test_20766,primary clear
test_20767,primary clear
test_20768,primary clear
test_20769,agriculture road water partly_cloudy primary
test_2077,agriculture road water primary clear
test_20770,agriculture habitation road water primary clear cultivation
test_20771,primary clear
test_20772,primary clear
test_20773,agriculture habitation road partly_cloudy primary clear cultivation
test_20774,primary clear
test_20775,agriculture habitation road water partly_cloudy primary clear
test_20776,primary clear
test_20777,haze primary
test_20778,primary clear
test_20779,agriculture partly_cloudy primary clear
test_2078,primary clear
test_20780,agriculture habitation road primary clear
test_20781,primary clear
test_20782,agriculture partly_cloudy primary clear cultivation
test_20783,primary clear
test_20784,primary clear
test_20785,agriculture road water primary clear
test_20786,partly_cloudy primary
test_20787,agriculture road water primary clear
test_20788,primary clear
test_20789,partly_cloudy primary
test_2079,cloudy water haze primary clear
test_20790,primary clear
test_20791,primary clear
test_20792,primary clear
test_20793,agriculture habitation road primary clear
test_20794,agriculture partly_cloudy primary clear cultivation
test_20795,agriculture habitation road partly_cloudy primary clear cultivation
test_20796,agriculture habitation road primary clear cultivation
test_20797,agriculture habitation road partly_cloudy primary clear cultivation
test_20798,agriculture road water primary clear
test_20799,water primary clear
test_208,haze primary clear
test_2080,agriculture primary clear
test_20800,primary clear
test_20801,agriculture partly_cloudy primary clear cultivation
test_20802,water primary clear
test_20803,agriculture primary clear
test_20804,artisinal_mine agriculture habitation road water partly_cloudy primary clear cultivation
test_20805,agriculture water partly_cloudy primary clear cultivation
test_20806,agriculture habitation road primary clear cultivation
test_20807,agriculture partly_cloudy primary clear cultivation
test_20808,agriculture habitation road water primary clear
test_20809,primary clear
test_2081,primary clear
test_20810,cloudy water primary clear
test_20811,primary clear
test_20812,agriculture habitation road primary clear cultivation
test_20813,agriculture habitation road primary clear cultivation
test_20814,haze primary clear
test_20815,primary clear
test_20816,agriculture habitation road water partly_cloudy primary clear
test_20817,primary clear
test_20818,partly_cloudy primary
test_20819,primary clear
test_2082,agriculture habitation road water primary clear cultivation
test_20820,primary clear
test_20821,agriculture habitation road primary clear cultivation
test_20822,primary clear
test_20823,agriculture road water primary clear
test_20824,primary clear
test_20825,primary clear
test_20826,primary clear
test_20827,agriculture habitation road water primary clear
test_20828,primary clear
test_20829,primary clear
test_2083,primary clear
test_20830,agriculture primary clear
test_20831,agriculture road water primary clear
test_20832,partly_cloudy primary
test_20833,agriculture road water partly_cloudy primary
test_20834,agriculture primary clear
test_20835,agriculture partly_cloudy primary clear cultivation
test_20836,primary clear
test_20837,agriculture road water primary clear
test_20838,agriculture primary clear cultivation
test_20839,agriculture road primary clear cultivation
test_2084,agriculture road partly_cloudy primary
test_20840,primary clear
test_20841,cloudy
test_20842,agriculture road water primary clear
test_20843,cloudy haze primary
test_20844,agriculture primary clear cultivation
test_20845,haze primary
test_20846,agriculture primary clear cultivation
test_20847,primary clear
test_20848,primary clear
test_20849,primary clear
test_2085,partly_cloudy primary
test_20850,agriculture partly_cloudy primary clear cultivation
test_20851,agriculture habitation road primary clear cultivation
test_20852,agriculture habitation road water primary clear
test_20853,primary clear
test_20854,agriculture water partly_cloudy primary clear
test_20855,cloudy
test_20856,primary clear
test_20857,agriculture road water partly_cloudy primary clear cultivation
test_20858,partly_cloudy primary clear
test_20859,agriculture partly_cloudy primary cultivation
test_2086,artisinal_mine agriculture road water primary clear
test_20860,primary clear
test_20861,agriculture habitation road water primary clear
test_20862,partly_cloudy primary
test_20863,primary clear
test_20864,agriculture road water primary clear cultivation
test_20865,cloudy water primary clear
test_20866,partly_cloudy primary
test_20867,agriculture habitation road water primary clear cultivation
test_20868,agriculture road water partly_cloudy primary clear
test_20869,primary clear
test_2087,haze primary clear
test_20870,primary clear
test_20871,agriculture habitation road primary clear cultivation
test_20872,primary clear
test_20873,primary clear
test_20874,primary clear
test_20875,primary clear
test_20876,primary clear
test_20877,primary clear
test_20878,primary clear
test_20879,primary clear
test_2088,primary clear
test_20880,primary clear
test_20881,primary clear
test_20882,agriculture partly_cloudy primary
test_20883,cloudy partly_cloudy primary
test_20884,agriculture habitation road partly_cloudy primary clear
test_20885,primary clear
test_20886,cloudy
test_20887,agriculture habitation road partly_cloudy primary clear cultivation
test_20888,cloudy haze primary
test_20889,agriculture habitation road primary clear cultivation
test_2089,agriculture habitation road water partly_cloudy primary clear cultivation
test_20890,partly_cloudy primary
test_20891,agriculture habitation road water primary clear
test_20892,agriculture habitation road water partly_cloudy primary
test_20893,cloudy agriculture water haze primary clear
test_20894,primary clear
test_20895,primary clear
test_20896,primary clear
test_20897,agriculture partly_cloudy primary
test_20898,agriculture habitation road partly_cloudy primary clear cultivation
test_20899,agriculture road water partly_cloudy primary clear
test_209,primary clear
test_2090,partly_cloudy primary clear
test_20900,primary clear
test_20901,agriculture road water primary clear
test_20902,agriculture habitation road primary clear
test_20903,agriculture habitation road water partly_cloudy primary clear cultivation
test_20904,cloudy water clear
test_20905,primary clear
test_20906,primary clear
test_20907,primary clear
test_20908,agriculture partly_cloudy primary
test_20909,agriculture habitation road primary clear cultivation
test_2091,agriculture habitation road water primary clear
test_20910,agriculture road water primary clear
test_20911,agriculture habitation road water primary clear cultivation
test_20912,primary clear
test_20913,primary clear
test_20914,primary clear
test_20915,primary clear
test_20916,primary clear
test_20917,agriculture partly_cloudy primary clear cultivation
test_20918,agriculture habitation primary clear cultivation
test_20919,primary clear
test_2092,primary clear
test_20920,agriculture habitation road water partly_cloudy primary clear cultivation
test_20921,agriculture road primary clear cultivation
test_20922,haze primary clear
test_20923,agriculture partly_cloudy primary clear cultivation
test_20924,primary clear
test_20925,agriculture water partly_cloudy primary
test_20926,primary clear
test_20927,primary clear
test_20928,agriculture habitation road partly_cloudy primary clear cultivation
test_20929,primary clear
test_2093,agriculture partly_cloudy primary
test_20930,agriculture road partly_cloudy primary clear
test_20931,primary clear
test_20932,primary clear
test_20933,primary clear
test_20934,primary clear
test_20935,agriculture habitation road primary clear cultivation
test_20936,primary clear
test_20937,haze primary clear
test_20938,primary clear
test_20939,agriculture partly_cloudy primary
test_2094,primary clear
test_20940,partly_cloudy primary
test_20941,partly_cloudy primary
test_20942,primary clear
test_20943,primary clear
test_20944,primary clear
test_20945,primary clear
test_20946,haze primary
test_20947,partly_cloudy primary
test_20948,primary clear
test_20949,primary clear
test_2095,agriculture primary clear cultivation
test_20950,agriculture habitation road primary clear
test_20951,primary clear
test_20952,agriculture habitation road water primary clear cultivation
test_20953,agriculture habitation road primary clear
test_20954,cloudy haze primary
test_20955,agriculture habitation road water primary clear
test_20956,agriculture habitation road primary clear cultivation
test_20957,agriculture partly_cloudy primary
test_20958,agriculture partly_cloudy primary clear
test_20959,primary clear
test_2096,agriculture habitation road water primary clear cultivation
test_20960,agriculture habitation road partly_cloudy primary clear cultivation
test_20961,agriculture habitation road partly_cloudy primary clear cultivation
test_20962,partly_cloudy primary
test_20963,partly_cloudy primary clear
test_20964,primary clear
test_20965,primary clear
test_20966,agriculture partly_cloudy primary clear cultivation
test_20967,agriculture habitation road water primary clear cultivation
test_20968,primary clear
test_20969,primary clear
test_2097,agriculture partly_cloudy primary clear cultivation
test_20970,agriculture habitation road primary clear
test_20971,primary clear
test_20972,partly_cloudy primary
test_20973,cloudy haze primary clear
test_20974,agriculture habitation road partly_cloudy primary clear cultivation
test_20975,primary clear
test_20976,primary clear
test_20977,primary clear
test_20978,agriculture road water primary clear
test_20979,primary clear
test_2098,agriculture road water primary clear
test_20980,primary clear
test_20981,primary clear
test_20982,agriculture habitation road partly_cloudy primary cultivation
test_20983,agriculture road water partly_cloudy primary clear cultivation
test_20984,agriculture habitation road primary clear cultivation
test_20985,primary clear
test_20986,agriculture road water partly_cloudy primary clear
test_20987,primary clear
test_20988,primary clear
test_20989,artisinal_mine agriculture habitation road water primary clear
test_2099,partly_cloudy primary
test_20990,primary clear
test_20991,agriculture road water primary clear
test_20992,agriculture partly_cloudy primary
test_20993,primary clear
test_20994,agriculture road water partly_cloudy primary clear
test_20995,haze primary
test_20996,agriculture habitation road water primary clear cultivation
test_20997,primary clear cultivation
test_20998,cloudy haze primary
test_20999,agriculture habitation road partly_cloudy primary clear cultivation
test_21,agriculture water primary clear
test_210,primary clear
test_2100,agriculture road primary clear cultivation
test_21000,agriculture partly_cloudy primary clear cultivation
test_21001,cloudy haze primary
test_21002,primary clear
test_21003,primary clear
test_21004,primary clear
test_21005,agriculture habitation road primary clear cultivation
test_21006,agriculture road water primary clear cultivation
test_21007,agriculture road water partly_cloudy primary
test_21008,primary clear
test_21009,partly_cloudy primary
test_2101,primary clear
test_21010,agriculture habitation road primary clear
test_21011,primary clear
test_21012,cloudy water primary clear
test_21013,primary clear
test_21014,primary clear
test_21015,agriculture habitation road water partly_cloudy primary clear cultivation
test_21016,agriculture habitation road partly_cloudy primary clear cultivation
test_21017,partly_cloudy primary
test_21018,primary clear
test_21019,agriculture habitation road primary clear cultivation
test_2102,artisinal_mine agriculture habitation road water primary clear
test_21020,agriculture habitation road water primary clear cultivation
test_21021,agriculture habitation road partly_cloudy primary clear cultivation
test_21022,primary clear
test_21023,primary clear
test_21024,agriculture habitation road primary clear cultivation
test_21025,primary clear
test_21026,primary clear
test_21027,agriculture primary clear
test_21028,cloudy
test_21029,agriculture habitation road water partly_cloudy primary cultivation
test_2103,primary clear
test_21030,agriculture road water primary clear
test_21031,agriculture road water primary clear cultivation
test_21032,agriculture habitation road primary clear
test_21033,agriculture habitation road primary clear cultivation
test_21034,cloudy haze primary
test_21035,agriculture habitation road primary clear cultivation
test_21036,primary clear
test_21037,agriculture road water primary clear
test_21038,agriculture road water partly_cloudy primary
test_21039,agriculture habitation road water partly_cloudy primary
test_2104,agriculture road water partly_cloudy primary
test_21040,agriculture road partly_cloudy primary
test_21041,agriculture partly_cloudy primary clear cultivation
test_21042,primary clear
test_21043,primary clear
test_21044,partly_cloudy primary clear
test_21045,primary clear
test_21046,agriculture haze primary clear
test_21047,cloudy
test_21048,agriculture partly_cloudy primary clear cultivation
test_21049,primary clear
test_2105,primary clear
test_21050,primary clear
test_21051,primary clear
test_21052,partly_cloudy primary clear
test_21053,primary clear
test_21054,primary clear
test_21055,partly_cloudy primary
test_21056,cloudy haze
test_21057,agriculture habitation road water haze primary clear cultivation
test_21058,agriculture road water partly_cloudy primary clear cultivation
test_21059,agriculture habitation road partly_cloudy primary
test_2106,primary clear
test_21060,primary clear
test_21061,agriculture habitation road primary clear cultivation
test_21062,agriculture road water primary clear
test_21063,cloudy haze primary
test_21064,agriculture road water partly_cloudy primary clear
test_21065,partly_cloudy primary
test_21066,agriculture habitation road partly_cloudy primary clear cultivation
test_21067,agriculture habitation road primary clear
test_21068,primary clear
test_21069,agriculture partly_cloudy primary
test_2107,cloudy water primary clear
test_21070,agriculture habitation road water primary clear cultivation
test_21071,primary clear
test_21072,agriculture primary clear
test_21073,primary clear
test_21074,haze primary clear
test_21075,primary clear
test_21076,primary clear
test_21077,agriculture road water partly_cloudy primary
test_21078,primary clear
test_21079,primary clear
test_2108,agriculture habitation road primary clear
test_21080,agriculture habitation road primary clear cultivation
test_21081,agriculture road water primary clear
test_21082,partly_cloudy primary clear
test_21083,agriculture habitation road water primary clear cultivation
test_21084,agriculture habitation road primary clear
test_21085,cloudy agriculture partly_cloudy primary
test_21086,primary clear
test_21087,agriculture partly_cloudy primary clear cultivation
test_21088,primary clear
test_21089,agriculture road water primary clear
test_2109,agriculture habitation road water primary clear cultivation
test_21090,primary clear
test_21091,primary clear
test_21092,agriculture partly_cloudy primary
test_21093,primary clear
test_21094,agriculture habitation road water partly_cloudy primary clear cultivation
test_21095,primary clear
test_21096,primary clear
test_21097,agriculture road water primary clear
test_21098,haze primary clear
test_21099,agriculture water primary clear
test_211,agriculture habitation road water primary clear
test_2110,haze partly_cloudy primary clear
test_21100,agriculture habitation road primary clear
test_21101,primary clear
test_21102,agriculture habitation road water partly_cloudy primary clear cultivation
test_21103,agriculture water primary clear
test_21104,agriculture habitation road primary clear cultivation
test_21105,primary clear
test_21106,primary clear
test_21107,agriculture partly_cloudy primary clear cultivation
test_21108,haze primary clear
test_21109,partly_cloudy primary
test_2111,water primary clear
test_21110,agriculture habitation road primary clear cultivation
test_21111,haze primary clear
test_21112,primary clear
test_21113,agriculture partly_cloudy primary clear cultivation
test_21114,selective_logging agriculture primary clear cultivation
test_21115,agriculture habitation road water partly_cloudy primary clear cultivation
test_21116,primary clear
test_21117,agriculture habitation road water primary clear cultivation
test_21118,agriculture habitation road water primary clear
test_21119,agriculture habitation road primary clear
test_2112,agriculture water partly_cloudy primary clear
test_21120,agriculture habitation road water primary clear cultivation
test_21121,agriculture habitation road primary clear
test_21122,partly_cloudy primary
test_21123,agriculture road water partly_cloudy primary
test_21124,agriculture primary clear cultivation
test_21125,primary clear
test_21126,primary clear
test_21127,agriculture habitation road primary clear
test_21128,agriculture haze primary clear
test_21129,haze primary clear
test_2113,primary clear
test_21130,primary clear
test_21131,primary clear
test_21132,primary clear
test_21133,primary clear
test_21134,agriculture road water partly_cloudy primary clear cultivation
test_21135,primary clear
test_21136,cloudy partly_cloudy primary
test_21137,agriculture partly_cloudy primary clear
test_21138,primary clear
test_21139,agriculture haze primary clear
test_2114,primary clear
test_21140,partly_cloudy primary
test_21141,agriculture partly_cloudy primary
test_21142,primary clear
test_21143,agriculture habitation road primary clear cultivation
test_21144,primary clear
test_21145,primary clear
test_21146,agriculture road water partly_cloudy primary clear cultivation
test_21147,primary clear
test_21148,primary clear
test_21149,agriculture habitation road partly_cloudy primary clear cultivation
test_2115,primary clear
test_21150,primary clear
test_21151,agriculture habitation road primary clear cultivation
test_21152,agriculture habitation road partly_cloudy primary clear cultivation
test_21153,primary clear
test_21154,agriculture primary clear cultivation
test_21155,agriculture habitation road water primary clear
test_21156,primary clear
test_21157,primary clear
test_21158,haze primary
test_21159,cloudy haze
test_2116,primary clear
test_21160,agriculture road water primary clear
test_21161,haze primary clear
test_21162,agriculture habitation road water primary clear
test_21163,primary clear
test_21164,partly_cloudy primary clear
test_21165,agriculture habitation road water partly_cloudy primary clear cultivation
test_21166,agriculture partly_cloudy primary clear cultivation
test_21167,agriculture habitation road water primary clear cultivation
test_21168,cloudy agriculture partly_cloudy primary
test_21169,primary clear
test_2117,primary clear
test_21170,haze primary
test_21171,primary clear
test_21172,agriculture habitation road water primary clear cultivation
test_21173,primary clear
test_21174,agriculture habitation road water primary clear cultivation
test_21175,primary clear
test_21176,primary clear
test_21177,agriculture habitation road partly_cloudy primary clear cultivation
test_21178,agriculture primary clear cultivation
test_21179,agriculture partly_cloudy primary clear cultivation
test_2118,primary clear
test_21180,primary clear
